genome	gyrB	dnaG	frr	infC	nusA	pgk	pyrG	rplA	rplB	rplC	rplD	rplE	rplF	rplK	rplL	rplM	rplN	rplP	rplS	rplT	rpmA	rpoB	rpsB	rpsC	rpsE	rpsI	rpsJ	rpsK	rpsM	rpsS	smpB	tsf
GUT_GENOME244133	GUT_GENOME244133_00255	GUT_GENOME244133_00530	GUT_GENOME244033_01555	GUT_GENOME065650_00012	GUT_GENOME244033_01449			GUT_GENOME244133_01690	GUT_GENOME244133_00837	GUT_GENOME244133_00834	GUT_GENOME244033_00162	GUT_GENOME244133_00846	GUT_GENOME244133_00849	GUT_GENOME243582_00954	GUT_GENOME244133_01692	GUT_GENOME231418_00388	GUT_GENOME244133_00844	GUT_GENOME244133_00841	GUT_GENOME231418_01327	GUT_GENOME231418_00227		GUT_GENOME244033_00556	GUT_GENOME244033_00680	GUT_GENOME244033_00167,GUT_GENOME147644_00693	GUT_GENOME244033_01472	GUT_GENOME243944_00611	GUT_GENOME244133_00833	GUT_GENOME243944_01210	GUT_GENOME244033_01596	GUT_GENOME147644_00691,GUT_GENOME140047_00227		GUT_GENOME244133_01624
GUT_GENOME050070	GUT_GENOME000001_00952	GUT_GENOME050070_02015,GUT_GENOME050070_02366	GUT_GENOME050070_00497	GUT_GENOME000001_01368	GUT_GENOME050070_01504														GUT_GENOME000203_00361	GUT_GENOME149497_00322			GUT_GENOME000001_01683		GUT_GENOME142330_00020			GUT_GENOME149497_00481	GUT_GENOME000104_03437		GUT_GENOME000001_00134	GUT_GENOME000001_01682
GUT_GENOME169805	GUT_GENOME000049_00544	GUT_GENOME112667_01651	GUT_GENOME111133_00167		GUT_GENOME000049_01853			GUT_GENOME000049_01877	GUT_GENOME169805_00868	GUT_GENOME169805_00871	GUT_GENOME000049_01662			GUT_GENOME000049_01878	GUT_GENOME111133_00202	GUT_GENOME112667_01403	GUT_GENOME169805_01002	GUT_GENOME111133_01207			GUT_GENOME000967_01891	GUT_GENOME112667_00354		GUT_GENOME169805_00998		GUT_GENOME169805_01371	GUT_GENOME111133_01199		GUT_GENOME000967_02185	GUT_GENOME111133_01204	GUT_GENOME111133_00331	
GUT_GENOME065434	GUT_GENOME000245_02741		GUT_GENOME065434_01201	GUT_GENOME000245_02369	GUT_GENOME065434_01940	GUT_GENOME065434_00197	GUT_GENOME065434_02394	GUT_GENOME065434_01320	GUT_GENOME065434_00959	GUT_GENOME098777_00860	GUT_GENOME065434_00957	GUT_GENOME000245_02821	GUT_GENOME065434_00971	GUT_GENOME000203_03326	GUT_GENOME000245_02890	GUT_GENOME065434_00990	GUT_GENOME260293_01949	GUT_GENOME065434_00963	GUT_GENOME260293_00841	GUT_GENOME260293_00018	GUT_GENOME000245_00204	GUT_GENOME000245_02889	GUT_GENOME000245_01087	GUT_GENOME065434_00962	GUT_GENOME000245_02826	GUT_GENOME000245_02844	GUT_GENOME142330_00002	GUT_GENOME149497_00481	GUT_GENOME065434_00981	GUT_GENOME065434_00960	GUT_GENOME000245_01820	GUT_GENOME000245_01086
GUT_GENOME065630	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME096096_01316	GUT_GENOME096096_01630	GUT_GENOME095850_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198	GUT_GENOME212317_01893	GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME171683_01603	GUT_GENOME212317_00145
GUT_GENOME029599	GUT_GENOME029599_01268	GUT_GENOME029599_01096	GUT_GENOME029599_00658	GUT_GENOME029599_01366	GUT_GENOME029599_00779	GUT_GENOME029599_00462	GUT_GENOME029599_00234	GUT_GENOME029599_01663						GUT_GENOME269084_01627	GUT_GENOME057672_00405	GUT_GENOME029599_01201			GUT_GENOME269084_01686	GUT_GENOME029599_01364	GUT_GENOME269084_01250		GUT_GENOME029599_00661		GUT_GENOME269084_01515	GUT_GENOME029599_01200		GUT_GENOME029599_01733	GUT_GENOME269084_01523		GUT_GENOME029599_01507	GUT_GENOME029599_00660
GUT_GENOME244033	GUT_GENOME244133_00255	GUT_GENOME244033_01438	GUT_GENOME244033_01555	GUT_GENOME065650_00012	GUT_GENOME244033_01449				GUT_GENOME244133_00837	GUT_GENOME244133_00834	GUT_GENOME244033_00162	GUT_GENOME244133_00846	GUT_GENOME244133_00849	GUT_GENOME243582_00954		GUT_GENOME231418_00388	GUT_GENOME244133_00844	GUT_GENOME244133_00841	GUT_GENOME231418_01327		GUT_GENOME244033_01352	GUT_GENOME243448_00009,GUT_GENOME244033_00556	GUT_GENOME244033_00680	GUT_GENOME244033_00167	GUT_GENOME244033_01472	GUT_GENOME243944_00611	GUT_GENOME244133_00833		GUT_GENOME244033_01596	GUT_GENOME140047_00227	GUT_GENOME244033_00611	GUT_GENOME244133_01624
GUT_GENOME200047	GUT_GENOME156655_00039			GUT_GENOME096383_00597		GUT_GENOME096096_01630	GUT_GENOME095850_00005	GUT_GENOME005080_01348						GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626			GUT_GENOME095850_01717	GUT_GENOME001853_01982						GUT_GENOME156895_01259					GUT_GENOME212278_00289	
GUT_GENOME047123	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570			GUT_GENOME212317_00378	GUT_GENOME095850_00005									GUT_GENOME047123_00626			GUT_GENOME095850_01717		GUT_GENOME005080_01198		GUT_GENOME096096_01394			GUT_GENOME156895_01259		GUT_GENOME096383_01662	GUT_GENOME212278_00695		GUT_GENOME171683_01603	GUT_GENOME212317_00145
GUT_GENOME112422	GUT_GENOME112422_00248					GUT_GENOME112422_00843	GUT_GENOME112422_00413															GUT_GENOME112422_00317										
GUT_GENOME171683	GUT_GENOME156655_00039		GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME171683_00404	GUT_GENOME096096_01630	GUT_GENOME095850_00005												GUT_GENOME095850_01717			GUT_GENOME212317_01893	GUT_GENOME096096_01394								GUT_GENOME171683_01603	GUT_GENOME212317_00145
GUT_GENOME044241	GUT_GENOME044241_01537					GUT_GENOME044241_00750	GUT_GENOME044241_00328															GUT_GENOME266038_00211										
GUT_GENOME034386	GUT_GENOME156655_00039		GUT_GENOME065630_01570		GUT_GENOME096096_01316		GUT_GENOME095850_00005	GUT_GENOME005080_01348						GUT_GENOME228036_00359	GUT_GENOME034386_00112				GUT_GENOME095850_01717												GUT_GENOME212278_00289	
GUT_GENOME112667	GUT_GENOME000049_00544	GUT_GENOME112667_01651	GUT_GENOME111133_00167	GUT_GENOME111133_01681	GUT_GENOME000049_01853		GUT_GENOME000049_00912	GUT_GENOME000049_01877	GUT_GENOME169805_00868	GUT_GENOME169805_00871	GUT_GENOME000049_01662	GUT_GENOME000049_01673	GUT_GENOME112667_01424	GUT_GENOME000049_01878	GUT_GENOME111133_00202	GUT_GENOME112667_01403	GUT_GENOME169805_01002	GUT_GENOME111133_01207	GUT_GENOME000049_02229	GUT_GENOME111133_01683	GUT_GENOME000967_01891	GUT_GENOME112667_00354	GUT_GENOME155703_00590	GUT_GENOME169805_00998	GUT_GENOME111133_01217	GUT_GENOME169805_01371	GUT_GENOME111133_01199	GUT_GENOME111133_01226	GUT_GENOME000967_02185	GUT_GENOME111133_01204	GUT_GENOME111133_00331	GUT_GENOME000049_00129
GUT_GENOME266038	GUT_GENOME266038_00357	GUT_GENOME266038_00863				GUT_GENOME266038_00019	GUT_GENOME266038_01051															GUT_GENOME266038_00211										
GUT_GENOME262768	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570		GUT_GENOME096096_01316	GUT_GENOME096096_01630	GUT_GENOME095850_00005		GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031			GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717		GUT_GENOME005080_01198		GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME171683_01603	GUT_GENOME212317_00145
GUT_GENOME171392	GUT_GENOME096383_01262	GUT_GENOME171392_00735	GUT_GENOME096383_00264	GUT_GENOME096383_00597	GUT_GENOME096383_00183	GUT_GENOME171392_00607	GUT_GENOME171392_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198	GUT_GENOME171392_01200	GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME171392_01586	GUT_GENOME212317_00145
GUT_GENOME171326	GUT_GENOME171326_00816	GUT_GENOME171326_00692	GUT_GENOME171326_00718	GUT_GENOME027317_00533	GUT_GENOME171326_00277			GUT_GENOME171326_00682	GUT_GENOME171326_00948	GUT_GENOME177322_00062	GUT_GENOME171326_00946	GUT_GENOME171326_00957	GUT_GENOME171326_00960	GUT_GENOME243582_00954	GUT_GENOME177322_00906	GUT_GENOME171326_01185	GUT_GENOME171326_00955	GUT_GENOME171326_00952	GUT_GENOME171326_00537	GUT_GENOME177322_00029	GUT_GENOME171326_01066	GUT_GENOME171326_00139	GUT_GENOME171326_01014	GUT_GENOME177322_00056	GUT_GENOME177322_00045	GUT_GENOME171326_01186	GUT_GENOME027317_01370	GUT_GENOME171326_00970	GUT_GENOME171326_00969	GUT_GENOME243582_00361	GUT_GENOME171326_00339	GUT_GENOME171326_01013
GUT_GENOME095850	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME171683_00404	GUT_GENOME096096_01630	GUT_GENOME095850_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198	GUT_GENOME212317_01893	GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME212278_00289	GUT_GENOME212317_00145
GUT_GENOME212278	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME171683_00404	GUT_GENOME096096_01630	GUT_GENOME095850_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198	GUT_GENOME212317_01893	GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME212278_00289	GUT_GENOME212317_00145
GUT_GENOME270878	GUT_GENOME270878_00448	GUT_GENOME270878_00315	GUT_GENOME270878_01139	GUT_GENOME270878_00277	GUT_GENOME270878_00131	GUT_GENOME270878_01048	GUT_GENOME270878_00973	GUT_GENOME270878_01359	GUT_GENOME270878_01218	GUT_GENOME270878_01221	GUT_GENOME270878_01220	GUT_GENOME270878_01209	GUT_GENOME270878_01206	GUT_GENOME270878_01358	GUT_GENOME270878_00687	GUT_GENOME270878_01189	GUT_GENOME270878_01211	GUT_GENOME270878_01214	GUT_GENOME270878_00146	GUT_GENOME270878_00279	GUT_GENOME023591_02039	GUT_GENOME270878_00685	GUT_GENOME270878_01134	GUT_GENOME270878_01215	GUT_GENOME270878_01204	GUT_GENOME270878_01188	GUT_GENOME270878_01222	GUT_GENOME109963_00798	GUT_GENOME270878_01197	GUT_GENOME270878_01217	GUT_GENOME270878_01058	GUT_GENOME270878_01135
GUT_GENOME232084	GUT_GENOME177382_00332	GUT_GENOME212929_01226,GUT_GENOME096185_00323	GUT_GENOME077070_01481	GUT_GENOME076199_00530	GUT_GENOME076199_00640	GUT_GENOME076199_01267	GUT_GENOME076199_01174	GUT_GENOME076199_00399	GUT_GENOME177382_00163	GUT_GENOME212929_00917	GUT_GENOME212929_00918	GUT_GENOME232084_01424	GUT_GENOME232084_01421	GUT_GENOME232084_01087	GUT_GENOME212929_01326	GUT_GENOME212929_01204	GUT_GENOME171392_01182	GUT_GENOME076199_01205	GUT_GENOME076199_00875	GUT_GENOME077070_01342	GUT_GENOME232084_01005	GUT_GENOME177382_00096	GUT_GENOME077070_01484	GUT_GENOME232084_01430	GUT_GENOME076199_01195	GUT_GENOME212929_01205	GUT_GENOME077070_00733	GUT_GENOME232084_01410	GUT_GENOME212929_00942	GUT_GENOME077070_00738	GUT_GENOME212929_00550	GUT_GENOME232084_00855
GUT_GENOME157422	GUT_GENOME015188_00669		GUT_GENOME157422_00662	GUT_GENOME157422_00313	GUT_GENOME157422_00472	GUT_GENOME157422_00504		GUT_GENOME157363_01088	GUT_GENOME239144_00602	GUT_GENOME157422_00008	GUT_GENOME157422_00009	GUT_GENOME015188_00031	GUT_GENOME015188_00028	GUT_GENOME157363_01089		GUT_GENOME157363_01283	GUT_GENOME157363_00294	GUT_GENOME239144_00171	GUT_GENOME239144_01228	GUT_GENOME015188_00508	GUT_GENOME157363_01416	GUT_GENOME015188_01003	GUT_GENOME015188_00419	GUT_GENOME157363_00298	GUT_GENOME157422_00025	GUT_GENOME239144_00687	GUT_GENOME157363_00305	GUT_GENOME157422_00031	GUT_GENOME015188_00832	GUT_GENOME157422_00012	GUT_GENOME157422_00628	GUT_GENOME157363_00707
GUT_GENOME212317	GUT_GENOME156655_00039	GUT_GENOME155428_00663	GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME096096_01316	GUT_GENOME212317_00378	GUT_GENOME095850_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112	GUT_GENOME047123_00626	GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198	GUT_GENOME212317_01893	GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247	GUT_GENOME156895_01259	GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME212317_00292	GUT_GENOME212317_00145
GUT_GENOME212871	GUT_GENOME212871_00857	GUT_GENOME212871_01607	GUT_GENOME212871_00566	GUT_GENOME207662_01380				GUT_GENOME212871_00726	GUT_GENOME212871_00840	GUT_GENOME212871_00843	GUT_GENOME212871_00842	GUT_GENOME212871_00831	GUT_GENOME212871_00828	GUT_GENOME140047_00745	GUT_GENOME207662_00792	GUT_GENOME207662_00943	GUT_GENOME212871_00833	GUT_GENOME212871_00836	GUT_GENOME140047_00784	GUT_GENOME212871_01506	GUT_GENOME212871_00213	GUT_GENOME212871_00453	GUT_GENOME212871_00184	GUT_GENOME212871_00837	GUT_GENOME212871_00826	GUT_GENOME212871_00111	GUT_GENOME140047_00232	GUT_GENOME212871_00818	GUT_GENOME212871_00819	GUT_GENOME140047_00227	GUT_GENOME212871_01590	GUT_GENOME212871_00185
GUT_GENOME212929	GUT_GENOME177382_00332	GUT_GENOME212929_01226	GUT_GENOME077070_01481	GUT_GENOME076199_00530	GUT_GENOME076199_00640	GUT_GENOME212929_00985	GUT_GENOME076199_01174	GUT_GENOME076199_00399	GUT_GENOME177382_00163	GUT_GENOME212929_00917	GUT_GENOME212929_00918	GUT_GENOME232084_01424	GUT_GENOME232084_01421	GUT_GENOME232084_01087	GUT_GENOME212929_01326	GUT_GENOME212929_01204	GUT_GENOME171392_01182	GUT_GENOME076199_01205	GUT_GENOME076199_00875	GUT_GENOME077070_01342	GUT_GENOME232084_01005	GUT_GENOME177382_00096	GUT_GENOME077070_01484	GUT_GENOME232084_01430	GUT_GENOME076199_01195	GUT_GENOME212929_01205	GUT_GENOME077070_00733	GUT_GENOME232084_01410	GUT_GENOME212929_00942	GUT_GENOME077070_00738	GUT_GENOME212929_00550	GUT_GENOME232084_00855
GUT_GENOME175131	GUT_GENOME175131_00469	GUT_GENOME095999_01600	GUT_GENOME093820_01011	GUT_GENOME175131_00531	GUT_GENOME175131_00992	GUT_GENOME175131_00823		GUT_GENOME095999_00575	GUT_GENOME175131_00106	GUT_GENOME175131_00109	GUT_GENOME175131_00108	GUT_GENOME095999_00596	GUT_GENOME175131_00094	GUT_GENOME093820_00543	GUT_GENOME093820_00540	GUT_GENOME095999_00618	GUT_GENOME093820_00012	GUT_GENOME175131_00102	GUT_GENOME093820_00937	GUT_GENOME260293_00018	GUT_GENOME095999_00236	GUT_GENOME175131_00116	GUT_GENOME095999_01226	GUT_GENOME093820_00008	GUT_GENOME095999_00601	GUT_GENOME095999_00619	GUT_GENOME175131_00110	GUT_GENOME175131_00083	GUT_GENOME093820_00027	GUT_GENOME093820_00006	GUT_GENOME093820_00912	GUT_GENOME093820_01009
GUT_GENOME114554	GUT_GENOME114554_00579	GUT_GENOME114554_00351	GUT_GENOME114554_00561	GUT_GENOME114554_00143	GUT_GENOME114554_00567	GUT_GENOME114554_00101		GUT_GENOME114554_00081	GUT_GENOME114554_00056	GUT_GENOME114554_00059	GUT_GENOME114554_00058	GUT_GENOME114554_00047	GUT_GENOME114554_00044	GUT_GENOME114554_00080	GUT_GENOME114554_00084	GUT_GENOME114554_00444	GUT_GENOME114554_00049	GUT_GENOME114554_00052	GUT_GENOME114554_00598	GUT_GENOME114554_00141	GUT_GENOME114554_00668	GUT_GENOME114554_00115		GUT_GENOME114554_00053	GUT_GENOME114554_00042	GUT_GENOME114554_00445	GUT_GENOME272213_00778	GUT_GENOME114554_00033	GUT_GENOME114554_00034	GUT_GENOME114554_00055	GUT_GENOME114554_00447	
GUT_GENOME095999	GUT_GENOME175131_00469	GUT_GENOME095999_01600	GUT_GENOME093820_01011	GUT_GENOME175131_00531	GUT_GENOME175131_00992	GUT_GENOME175131_00823		GUT_GENOME095999_00575	GUT_GENOME175131_00106	GUT_GENOME175131_00109	GUT_GENOME175131_00108	GUT_GENOME095999_00596	GUT_GENOME175131_00094	GUT_GENOME093820_00543	GUT_GENOME093820_00540	GUT_GENOME095999_00618	GUT_GENOME093820_00012	GUT_GENOME175131_00102	GUT_GENOME093820_00937	GUT_GENOME260293_00018	GUT_GENOME095999_00236	GUT_GENOME175131_00116	GUT_GENOME095999_01226	GUT_GENOME093820_00008	GUT_GENOME095999_00601	GUT_GENOME095999_00619	GUT_GENOME175131_00110	GUT_GENOME175131_00083	GUT_GENOME093820_00027	GUT_GENOME093820_00006	GUT_GENOME093820_00912	GUT_GENOME093820_01009
GUT_GENOME000760	GUT_GENOME000104_02828	GUT_GENOME000760_01920	GUT_GENOME000760_01453	GUT_GENOME000760_00465	GUT_GENOME000760_00354			GUT_GENOME149497_00517	GUT_GENOME149497_00504	GUT_GENOME000290_02885	GUT_GENOME000104_03412	GUT_GENOME000104_03423	GUT_GENOME000760_01108	GUT_GENOME000203_03326	GUT_GENOME000104_03403	GUT_GENOME000760_01128	GUT_GENOME142388_00115	GUT_GENOME000760_01100	GUT_GENOME149497_01100	GUT_GENOME260293_00018	GUT_GENOME149497_02624	GUT_GENOME000290_02892	GUT_GENOME000001_01683	GUT_GENOME000104_03417	GUT_GENOME000760_01110	GUT_GENOME000001_02556	GUT_GENOME142330_00002	GUT_GENOME000760_01120	GUT_GENOME000104_03437	GUT_GENOME096414_03668	GUT_GENOME000760_00965	GUT_GENOME000760_01455
GUT_GENOME027317	GUT_GENOME243582_00023	GUT_GENOME027317_01110	GUT_GENOME243998_00145	GUT_GENOME027317_00533			GUT_GENOME027317_00909	GUT_GENOME243582_00955	GUT_GENOME171326_00948			GUT_GENOME027317_01212	GUT_GENOME171326_00960	GUT_GENOME243582_00954	GUT_GENOME177322_00906		GUT_GENOME171326_00955	GUT_GENOME171326_00952	GUT_GENOME243582_01244	GUT_GENOME177322_00029		GUT_GENOME027317_00576		GUT_GENOME177322_00056	GUT_GENOME177322_00045		GUT_GENOME027317_01370			GUT_GENOME243582_00361	GUT_GENOME027317_01232	
GUT_GENOME003176	GUT_GENOME156655_00039	GUT_GENOME156895_00941	GUT_GENOME065630_01570		GUT_GENOME171683_00404		GUT_GENOME095850_00005																								GUT_GENOME212278_00289	
GUT_GENOME076199	GUT_GENOME177382_00332	GUT_GENOME076199_00208	GUT_GENOME077070_01481	GUT_GENOME076199_00530	GUT_GENOME076199_00640	GUT_GENOME076199_01267	GUT_GENOME076199_01174	GUT_GENOME076199_00399	GUT_GENOME177382_00163	GUT_GENOME212929_00917	GUT_GENOME212929_00918	GUT_GENOME232084_01424	GUT_GENOME232084_01421	GUT_GENOME232084_01087	GUT_GENOME212929_01326	GUT_GENOME212929_01204	GUT_GENOME171392_01182	GUT_GENOME076199_01205	GUT_GENOME076199_00875	GUT_GENOME077070_01342	GUT_GENOME232084_01005	GUT_GENOME177382_00096	GUT_GENOME077070_01484	GUT_GENOME232084_01430	GUT_GENOME076199_01195	GUT_GENOME212929_01205	GUT_GENOME077070_00733	GUT_GENOME232084_01410	GUT_GENOME212929_00942		GUT_GENOME076199_01105	GUT_GENOME232084_00855
GUT_GENOME005080	GUT_GENOME156655_00039		GUT_GENOME065630_01570	GUT_GENOME096383_00597	GUT_GENOME171683_00404	GUT_GENOME096096_01630	GUT_GENOME095850_00005	GUT_GENOME005080_01348	GUT_GENOME156895_01208	GUT_GENOME001274_00248	GUT_GENOME156895_01206	GUT_GENOME227151_00242	GUT_GENOME096096_01031	GUT_GENOME228036_00359	GUT_GENOME034386_00112		GUT_GENOME171392_01182	GUT_GENOME171392_01185	GUT_GENOME095850_01717	GUT_GENOME001853_01982	GUT_GENOME005080_01198		GUT_GENOME096096_01394	GUT_GENOME096096_01022	GUT_GENOME227151_00247		GUT_GENOME212317_01845	GUT_GENOME096383_01662	GUT_GENOME212278_00695	GUT_GENOME096096_01020	GUT_GENOME171683_01603	GUT_GENOME212317_00145
GUT_GENOME093820	GUT_GENOME175131_00469	GUT_GENOME093820_01105	GUT_GENOME093820_01011	GUT_GENOME175131_00531	GUT_GENOME175131_00992	GUT_GENOME175131_00823		GUT_GENOME095999_00575	GUT_GENOME175131_00106	GUT_GENOME175131_00109	GUT_GENOME175131_00108	GUT_GENOME095999_00596	GUT_GENOME175131_00094	GUT_GENOME093820_00543	GUT_GENOME093820_00540	GUT_GENOME095999_00618	GUT_GENOME093820_00012	GUT_GENOME175131_00102	GUT_GENOME093820_00937	GUT_GENOME260293_00018	GUT_GENOME095999_00236	GUT_GENOME175131_00116	GUT_GENOME095999_01226	GUT_GENOME093820_00008	GUT_GENOME095999_00601	GUT_GENOME095999_00619	GUT_GENOME175131_00110	GUT_GENOME175131_00083	GUT_GENOME093820_00027	GUT_GENOME093820_00006	GUT_GENOME093820_00912	GUT_GENOME093820_01009
GUT_GENOME207662	GUT_GENOME207662_00190	GUT_GENOME207662_01162	GUT_GENOME207662_01330	GUT_GENOME207662_01380				GUT_GENOME207662_00790						GUT_GENOME140047_00745	GUT_GENOME207662_00792	GUT_GENOME207662_00943			GUT_GENOME140047_00784	GUT_GENOME212871_01506	GUT_GENOME212871_00213	GUT_GENOME207662_00666	GUT_GENOME207662_00421			GUT_GENOME212871_00111					GUT_GENOME207662_00175	GUT_GENOME207662_00420
GUT_GENOME260354	GUT_GENOME260354_00430	GUT_GENOME260354_00410	GUT_GENOME260354_01445	GUT_GENOME260354_01557		GUT_GENOME260354_00974										GUT_GENOME260354_01988			GUT_GENOME260354_01476	GUT_GENOME260354_01559			GUT_GENOME260354_01700			GUT_GENOME260354_01987					GUT_GENOME260354_00384	GUT_GENOME260354_01699
GUT_GENOME149706	GUT_GENOME149706_00783	GUT_GENOME149706_00140	GUT_GENOME149706_00878	GUT_GENOME149706_00274	GUT_GENOME149706_01370		GUT_GENOME149706_00796	GUT_GENOME029599_01663	GUT_GENOME149706_00326		GUT_GENOME149706_00328	GUT_GENOME149706_00317	GUT_GENOME149706_00314	GUT_GENOME149706_01078	GUT_GENOME227837_00912	GUT_GENOME149706_00607	GUT_GENOME171392_01182	GUT_GENOME149706_00322	GUT_GENOME149706_01201	GUT_GENOME149706_00272	GUT_GENOME149706_00703	GUT_GENOME149706_00945	GUT_GENOME149706_00875	GUT_GENOME227837_01066	GUT_GENOME149706_00312	GUT_GENOME149706_00608		GUT_GENOME149706_00304	GUT_GENOME149706_00305	GUT_GENOME227837_01068	GUT_GENOME149706_00079	GUT_GENOME149706_00876
GUT_GENOME262121	GUT_GENOME262121_00350	GUT_GENOME262121_01075	GUT_GENOME262121_00414		GUT_GENOME262121_00434	GUT_GENOME262121_00021	GUT_GENOME262121_00869	GUT_GENOME074555_00942	GUT_GENOME262121_00117	GUT_GENOME074555_00953	GUT_GENOME262121_00119	GUT_GENOME262121_00108	GUT_GENOME262121_00105	GUT_GENOME262121_00447	GUT_GENOME262121_00444	GUT_GENOME074555_00723	GUT_GENOME262121_00110	GUT_GENOME074555_00960			GUT_GENOME074555_01054	GUT_GENOME262121_00443		GUT_GENOME074555_00959	GUT_GENOME262121_00103	GUT_GENOME074555_00724	GUT_GENOME262121_00121	GUT_GENOME262121_00095	GUT_GENOME262121_00096	GUT_GENOME262121_00116		GUT_GENOME262121_00819
GUT_GENOME097670	GUT_GENOME097670_00870	GUT_GENOME097670_00239	GUT_GENOME097670_02197	GUT_GENOME097670_02122	GUT_GENOME097670_00382			GUT_GENOME097670_01895	GUT_GENOME097670_01790	GUT_GENOME097670_01793	GUT_GENOME085404_00055	GUT_GENOME097670_01781	GUT_GENOME097670_01778	GUT_GENOME097670_01896	GUT_GENOME097670_01893	GUT_GENOME097670_00512	GUT_GENOME097670_01783	GUT_GENOME085404_01342	GUT_GENOME097670_01599	GUT_GENOME097670_02120	GUT_GENOME097670_02204	GUT_GENOME097670_00198	GUT_GENOME097670_02194	GUT_GENOME097670_01787	GUT_GENOME097670_01776	GUT_GENOME097670_00511	GUT_GENOME085404_00053	GUT_GENOME097670_01768	GUT_GENOME097670_01769	GUT_GENOME097670_01789	GUT_GENOME085404_00619	GUT_GENOME097670_02195
